58,313644133336314666641331441441336464633364444133313
58,313644133336666413314414413364646333644441333131314
58,313644133336314666641331441441336464633336444441333
58,133636363111466644441133633314446336641441336444131
58,313644133336314666641331146414413364646333644441333
06,644141414631136333664144464136633114411336364633144
58,313644133336314644413364633664133114464463336444413
58,313644133336314644413336666413311144646463336444413
58,313644133336314644136636641331146444136463336444413
58,313644133336314666641331441441336464633364444133314
58,313644133336314664144133646463336413364441336444413
58,313644133336446331466364444133333144463364444133641
58,313644133333646664133144144133646463336444413331311
58,313644133336314666641314144133646463333144636444413
06,644141414666311133336644144413333644413314633646331
58,313644133336446331466364441463133331444464133633644
58,313644133336314666641331441464633364444133314141336
58,313644133336314666641331441464633364444133313144413
58,133633314463663144446413133663641446331446311464633
58,313644133336666413314414413364646333364444413331313
58,313644133336666413314414413364646333644441333113314
58,313644133336314666641331441441336464633364413146644
58,133636363111466644441133633314446336641441313664441
58,313644133336314664144133646463313664133644413336444
06,644141414666311113633366441444131336364441333646331
58,133636363111466644133364641444113363644133364444131
06,644141414663111366446363311364141336444113363364413
58,313644133336314644413364646336313114646641336444413
06,644141414663111366446363331146314413336444411336336
06,644141414666311133336641444466333114413336463314441
58,313644133336446331466331446364444133364441333364146
58,313644133336446331466331446631464441333633144644413
58,133646313636311146664444133333646414441333364411446
58,133646313636311146664444133333646414441331446333364
58,313644133333644441336463366413311413644644633364444
58,313644133333644413663664133114136464441364633364444
58,133633146636311466444411336333144463366414413364441
58,313644133336314666641331144441336631446463336444413
58,133636363111466644441136333364641441333644441331446
58,133636363111466644441133633364641441333644413644131
58,133636363111466644441133633364641413364441336444131
58,313644133336314666641331146414646333644441333131444
58,313644133336314666641114413364636331144464633364444
06,644141414663111366446363311413364441413336336441366
58,313644133336314644136636641331146444633364444131136
06,644141414631136333664144464136633114414133363646331
58,313644133336314666641331146414413364646333364444413
58,313644133336314666641331441441336464633364444133136
58,313644133336446331466364444133333144463364444136314
58,313644133336446331466331446631464441333633144641364
58,313644133336446331466364444133333144463364413644413
58,313644133336314666641331441446633364444133314141336
58,313644133336314666641314144133646463333146413664444
58,313644133336446331466364441463133331444463336441441
58,313644133336314666641331441441336464633314636444413
58,313644133336314666641331441441336464633644413363136
58,313644133336314666641314144133646463333644444133331
58,313644133336314666641314144133646463333644131466444
58,313644133336314666641336444413331414466641131133646
58,313644133336314666641114413364646333364441336444413
58,313644133336314666641314144133646463313636441364444
58,313644133336666413314414413364646333136644444133331
58,313644133336314644413364646336313114664641313364644
58,313644133336314666641114413364636336444114633364444
58,313644133336446331466364441333314446336444146331446
58,313644133336666413314131464441336464633364444133313
58,313644133336314666641331144441336464633311366644444
58,313644133336314666641331144441336464633364444133331
58,313644133336314666641331144413664413646333644441333
58,313644133336666413314144413364646333644441333131314
58,313644133336314666641114413363646331414464633364444
58,313644133336666413314414413664633364444133311146333
58,313644133336666413314414413664633364444133313131464
58,313644133336314666641144633331441466336444413331414
58,133636363111466644133364444411336364413336446314441
58,313644133336666413144463333644444133331446311441336
58,313644133336666413144463333644131466444133131441336
58,633141364633314444636413366411336336444413336444413
58,636413314136463331444463366411336336444413336444413
58,313644133336314666641314446333364444413333144631144
58,313644133336314666641314446333364413146644413313144
58,313644133336314666641331114644413364646333644441333
58,313644133336314666641331114664144133646463336444413
08,146463631146644441113366336444641314133633364441463
06,146641146336314114444633146466313331136441314641363
06,146641311444466631331446311466333631411364413146413
58,133633314463663144441413633644641136413366463133364
58,636331314441364463663144633133364441446331336441131
58,636331314441364463331464663144633133364441446331336
58,633141364663644113333144446363136336444441336413336
06,644144463314114633336364144133631413146413644441333
58,313644133336314666463136411466311414413364646336444
58,133663133144636631444464631364413333141444136663136
06,644141414631136336444641311336646463313141336441366
58,133633314463663144636444146331314463631414133644463
58,133633314463663144636444146331314463364114133644463
58,313644133336314646366413314144413366446333644441333
58,313644133336666413314444633364444133331414413363314
06,644141414663111366446363311446311336444113363364413
58,133633314463663144636441314464136314133666413144641
58,133633314463663144636441314464136314641313366641314
58,133633314463663144636441314464136336441314133644646
06,411364114646414663331313146444663133136464114464663
58,133636363111466644441136333364444133364463144413314
58,133636363111466644441133633364444133364463144136441
58,133636363111466644441133633364441336444133646314441
58,313644133336314666641331441464136463336444413331414
58,313644133336314666641331441464113364646333644441333
58,313644133336314666641331441464113664633364444133314
58,133633314463663144636441314463146413133666414133644
58,313644133336314644413364646333641336444133644441333
58,313644133336314644413364646333641336444133311466644
58,133646313636311146664444133333644444133336446314114
58,133646313636311146664444133333644444133144633336446
58,313644133336314666641331441446633336444441311133646
58,313644133336314666641331441464633336444441331141336
58,313644133336314666641331441464633336444441333141413
58,313644133336314666641331441464633336444441333131444
58,313644133333646664133144144133646463333644444133313
58,313644133336314666641331441441336464636441363133644
58,313644133336314666641331441446633364444113113364644
58,313644133336666413314414646333644441333141413363314
58,313644133336314666641331444463336444413333141441336
06,644141414666311133336644144413333644413336463314411
58,313644133336314666641314144133646463333144633644444
58,313644133336314666641331441441336464633364441463146
58,313644133336314666641336444441333314144133646446314
58,313644133333646664133144144133646463336444413331131
06,644141414666311133336644144413333644413314633646631
58,313644133336666413314414413364646333364444413331133
58,313644133336666413314414413364646333644441333131136
58,313644133336314666641331441441336464633364444133331
58,313644133336446331466364441463133331444464133633631
58,313644133336314666641331144441336464633364444133313
58,313644133336314666641331441441366463336444413331331
06,644141414663111366446363311413364441133633644133666
06,644141414663111366446363311413364441133633644133646
58,313644133336446331466331446364444133364441333363146
58,313644133333644441336463366413311413644644633363146
58,313644133333644413663664133114136464441364633363146
06,644141414663111366446363311413364441133633644413366
58,133633146636311466444411336333144463366414413136644
58,133636363111466644441133633364641441333644413364441
58,313644133336314666641331144441336464633311366464444
58,313644133336314666641331441441336464633364441331464
58,313644133336314666641331441464633364444133136411413
06,644141414666311133336641444466333114413336441366331
58,313644133336446331466364444133333144463363146444413
58,313644133336314666641331441441336464633144633364444
06,644141414663111363364444636331144113363366641141336
06,644141414663111363364444636331144113363364463141363
58,313644133336446331466331446364444133364133641464413
06,644141414631136333664144464136633114464131133636463
06,644141414663111366446363311364141333144636444113333
06,644141414663111366446363311364141333666411444113363
58,313644133336314644413366366413311444646333644441333
58,133636363111466644441136333364641444133336444413631
58,133633314463663144446413141363364646313314664114146
58,313644133336314666641331146414413664633364444133313
06,644141414631136333664144464136633314144113363646631
58,313644133336314666641336444413331314444133646466411
58,313644133336446331466364444133333641314444664113363
06,644141414666311133336644144413333146644131336641336
58,133636363111466644133364641444113633644133364444133
58,133636363111466644133364641444113633644413314463333
06,644141414663111363364444636331144631411336364133641
58,133636363111466644441136333364444631133646441413314
58,133636363111466644441133633364444631133646441136441
58,313644133336314666641331444463311463636444413311413
06,644144463314114633331314641363146444633636314114413
06,644144463314114633331314641364446336363141414133636
58,133636363111466644441133633314463664144141336364414
58,133636363111466644441133633314463664144133644141364
58,133636363111466644441133633314463664144133644114631
58,133636363111466644441133633314414663366414413364441
58,313644133336641441336331466664114463333114464633644
06,644141414666311133336644144413313636444133146336463
06,644141414666311133336644144413313636444133364633144
58,313644133336314646366413311444466333644441331141336
58,313644133336314646366413311444466333644441333141413
06,146641146336314114444666311314646333311364413146413
58,313644133336314666463136414633141414413364646336444
06,644141414663111366446363311136441336413364641441136
58,133636363111466644441133633311444663366414413364441
58,133636363111466644441133633311446463366414413364441
06,644141414663111363336641444466333114411336364633144
06,644141414663111363336641444466333114411336364146363
06,644141414663111363336641444466333114411336364413663
06,644141414663111363364444636333141441133633644136314
06,644141414663111363364444636333141441133636413364641
06,644141414663111366446363331144133364463144411336363
06,644141414663111366446363331144133364463136414441133
06,644141414663111366446363331144133364444113363646313
06,644141414663111366446363331144133364444113363631464
06,644141414663111366446363331414133644411336336464113
06,644141414666311133336641444463333144633144413333644
58,313636363111464441466333636414641413366314441333644
58,133666333111466314463144463644133641336463131144441
58,133663133144636631444463331446311446364411363644133
06,644113144664463314114633146331466336411133644133644
06,644113144664463314114633146331466336314113144633644
58,663331133144636631444446311136364411463366413364631
58,313644133336314644413364633314666413311446446333364
